Title,Price_GBP,Rating,Availability,Subcategory,URL
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Â42.16,3,In stock,Food and Drink,http://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Â28.77,3,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Â19.55,1,In stock,Food and Drink,http://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
Barefoot Contessa Back to Basics,Â28.01,1,In stock,Food and Drink,http://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Â50.62,5,In stock,Food and Drink,http://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
My Kitchen Year: 136 Recipes That Saved My Life,Â11.53,2,In stock,Food and Drink,http://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
Everyday Italian: 125 Simple and Delicious Recipes,Â20.10,5,In stock,Food and Drink,http://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Â38.77,1,In stock,Food and Drink,http://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
Cravings: Recipes for What You Want to Eat,Â20.50,3,In stock,Food and Drink,http://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Â12.34,4,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
32 Yolks,Â53.63,2,In stock,Food and Drink,http://books.toscrape.com/catalogue/32-yolks_510/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Â11.38,5,In stock,Food and Drink,http://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Â46.01,4,In stock,Food and Drink,http://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Â28.25,2,In stock,Food and Drink,http://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
The Barefoot Contessa Cookbook,Â59.92,5,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
Better Homes and Gardens New Cook Book,Â39.61,3,In stock,Food and Drink,http://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Â11.05,5,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Â24.91,5,In stock,Food and Drink,http://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Â13.66,2,In stock,Food and Drink,http://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html
The Smitten Kitchen Cookbook,Â23.59,1,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Â34.32,3,In stock,Food and Drink,http://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Â33.14,3,In stock,Food and Drink,http://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
Redeeming Love,Â20.47,5,In stock,Christian Fiction,http://books.toscrape.com/catalogue/redeeming-love_826/index.html
Close to You,Â49.46,4,In stock,Christian Fiction,http://books.toscrape.com/catalogue/close-to-you_798/index.html
Shadows of the Past (Logan Point #1),Â39.67,5,In stock,Christian Fiction,http://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
Like Never Before (Walker Family #2),Â28.77,2,In stock,Christian Fiction,http://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Counted With the Stars (Out from Egypt #1),Â17.97,5,In stock,Christian Fiction,http://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
If I Run (If I Run #1),Â49.97,4,In stock,Christian Fiction,http://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
The Dirty Little Secrets of Getting Your Dream Job,Â33.34,4,In stock,Business,http://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
The Third Wave: An Entrepreneurâs Vision of the Future,Â12.61,5,In stock,Business,http://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Â27.55,3,In stock,Business,http://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
Shoe Dog: A Memoir by the Creator of NIKE,Â23.99,2,In stock,Business,http://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
Made to Stick: Why Some Ideas Survive and Others Die,Â38.85,5,In stock,Business,http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Â43.14,1,In stock,Business,http://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
The Art of Startup Fundraising,Â21.00,3,In stock,Business,http://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
Born for This: How to Find the Work You Were Meant to Do,Â21.59,5,In stock,Business,http://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Â36.91,1,In stock,Business,http://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
"Rich Dad, Poor Dad",Â51.74,1,In stock,Business,http://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Â33.92,3,In stock,Business,http://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html
Rework,Â44.88,2,In stock,Business,http://books.toscrape.com/catalogue/rework_212/index.html
Louisa: The Extraordinary Life of Mrs. Adams,Â16.85,2,In stock,Biography,http://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Â21.15,2,In stock,Biography,http://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Â39.55,1,In stock,Biography,http://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
Benjamin Franklin: An American Life,Â48.19,3,In stock,Biography,http://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Â42.57,3,In stock,Biography,http://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html
In Her Wake,Â12.84,1,In stock,Thriller,http://books.toscrape.com/catalogue/in-her-wake_980/index.html
The Elephant Tree,Â23.82,5,In stock,Thriller,http://books.toscrape.com/catalogue/the-elephant-tree_968/index.html
Behind Closed Doors,Â52.22,4,In stock,Thriller,http://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
You (You #1),Â43.61,5,In stock,Thriller,http://books.toscrape.com/catalogue/you-you-1_784/index.html
The Guilty (Will Robie #4),Â13.82,2,In stock,Thriller,http://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
The 14th Colony (Cotton Malone #11),Â39.24,1,In stock,Thriller,http://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
Give It Back,Â18.32,2,In stock,Thriller,http://books.toscrape.com/catalogue/give-it-back_430/index.html
Killing Floor (Jack Reacher #1),Â31.49,4,In stock,Thriller,http://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Â59.71,3,In stock,Thriller,http://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html
Far From True (Promise Falls Trilogy #2),Â34.93,2,In stock,Thriller,http://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html
The Travelers,Â15.77,1,In stock,Thriller,http://books.toscrape.com/catalogue/the-travelers_285/index.html
When We Collided,Â31.77,1,In stock,Contemporary,http://books.toscrape.com/catalogue/when-we-collided_955/index.html
Someone Like You (The Harrisons #2),Â52.79,5,In stock,Contemporary,http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
We Are All Completely Beside Ourselves,Â24.04,1,In stock,Contemporary,http://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html
The Four Agreements: A Practical Guide to Personal Freedom,Â17.66,5,In stock,Spirituality,http://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Â32.24,5,In stock,Spirituality,http://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
Chasing Heaven: What Dying Taught Me About Living,Â37.80,2,In stock,Spirituality,http://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
If I Gave You God's Phone Number....: Searching for Spirituality in America,Â20.91,1,In stock,Spirituality,http://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Â46.33,2,In stock,Spirituality,http://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
A New Earth: Awakening to Your Life's Purpose,Â55.65,5,In stock,Spirituality,http://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html
Logan Kade (Fallen Crest High #5.5),Â13.12,2,In stock,Academic,http://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html
Online Marketing for Busy Authors: A Step-By-Step Guide,Â46.35,1,In stock,Self Help,http://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html
How to Be Miserable: 40 Strategies You Already Use,Â46.03,1,In stock,Self Help,http://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Â52.15,3,In stock,Self Help,http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Â12.08,3,In stock,Self Help,http://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
How to Stop Worrying and Start Living,Â46.49,5,In stock,Self Help,http://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
All the Light We Cannot See,Â29.87,5,In stock,Historical,http://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
The Girl You Left Behind (The Girl You Left Behind #1),Â15.79,1,In stock,Historical,http://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
(Un)Qualified: How God Uses Broken People to Do Big Things,Â54.00,5,In stock,Christian,http://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
Crazy Love: Overwhelmed by a Relentless God,Â47.72,2,In stock,Christian,http://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Â25.77,1,In stock,Christian,http://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
Silence in the Dark (Logan Point #4),Â58.33,3,In stock,Suspense,http://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
The Grownup,Â35.88,1,In stock,Short Stories,http://books.toscrape.com/catalogue/the-grownup_546/index.html
Suzie Snowflake: One beautiful flake (a self-esteem story),Â54.81,5,In stock,Novels,http://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Â49.05,3,In stock,Health,http://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html
"Eat Fat, Get Thin",Â54.07,2,In stock,Health,http://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Â49.71,5,In stock,Health,http://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
The Art and Science of Low Carbohydrate Living,Â52.98,5,In stock,Health,http://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
Libertarianism for Beginners,Â51.33,2,In stock,Politics,http://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Â52.65,4,In stock,Politics,http://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Â56.86,1,In stock,Politics,http://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
Amid the Chaos,Â36.58,1,In stock,Cultural,http://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
Dark Notes,Â19.19,5,In stock,Erotica,http://books.toscrape.com/catalogue/dark-notes_800/index.html
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Â10.97,1,In stock,Crime,http://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html
